folder,product_stem,main_image_url,gallery_urls,total_images,has_model,has_non_model_counterpart
velvet-blazer,mens_navy_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1062.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1062.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1063.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1066.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1076.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1077.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1087.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1092.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_navy_velvet_blazer_2025_1095.webp,8,no,yes
velvet-blazer,mens_pink_solid_velvet,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_solid_velvet_model_1057.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_solid_velvet_model_1057.webp,1,yes,no
velvet-blazer,mens_pink_solid_velvet_lifestyle,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_solid_velvet_model_lifestyle_1057.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_solid_velvet_model_lifestyle_1057.webp,1,yes,no
velvet-blazer,mens_pink_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_velvet_blazer_2025_1057.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_pink_velvet_blazer_2025_1057.webp,1,no,yes
velvet-blazer,mens_purple_solid_velvet,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_solid_velvet_model_1072.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_solid_velvet_model_1072.webp,1,yes,no
velvet-blazer,mens_purple_solid_velvet_lifestyle,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_solid_velvet_model_lifestyle_1072.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_solid_velvet_model_lifestyle_1072.webp,1,yes,no
velvet-blazer,mens_purple_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_velvet_blazer_2025_1072.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_velvet_blazer_2025_1072.webp,1,no,yes
velvet-blazer,mens_purple_velvet_blazer_with_bowtie_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_velvet_blazer_with_bowtie_2025_1069.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_velvet_blazer_with_bowtie_2025_1069.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_purple_velvet_blazer_with_bowtie_2025_1073.webp,2,no,yes
velvet-blazer,mens_red_paisley_pattern_velvet,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_model_1075.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_model_1075.webp,1,yes,no
velvet-blazer,mens_red_paisley_pattern_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_blazer_2025_1075.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_blazer_2025_1075.webp,1,no,yes
velvet-blazer,mens_red_paisley_pattern_velvet_lifestyle,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_model_lifestyle_1075.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_paisley_pattern_velvet_model_lifestyle_1075.webp,1,yes,no
velvet-blazer,mens_red_solid_velvet,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_solid_velvet_model_1055.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_solid_velvet_model_1055.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_solid_velvet_model_1080.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_solid_velvet_model_1088.webp,3,yes,no
velvet-blazer,mens_red_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_2025_1055.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_2025_1055.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_2025_1071.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_2025_1080.webp,3,no,yes
velvet-blazer,mens_red_velvet_blazer_with_bowtie_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_with_bowtie_2025_1088.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_with_bowtie_2025_1088.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_red_velvet_blazer_with_bowtie_2025_1094.webp,2,no,yes
velvet-blazer,mens_royal_blue_solid_velvet,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal_blue_solid_velvet_model_1058.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal_blue_solid_velvet_model_1058.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal_blue_solid_velvet_model_1061.webp,2,yes,no
velvet-blazer,mens_royal-blue_paisley_pattern_velvet_blazer,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_paisley_pattern_velvet_blazer_model_1067.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_paisley_pattern_velvet_blazer_model_1067.webp,1,yes,no
velvet-blazer,mens_royal-blue_paisley_pattern_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_paisley_pattern_velvet_blazer_2025_1067.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_paisley_pattern_velvet_blazer_2025_1067.webp,1,no,yes
velvet-blazer,mens_royal-blue_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_velvet_blazer_2025_1061.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_velvet_blazer_2025_1061.webp,1,no,yes
velvet-blazer,mens_royal-blue_velvet_blazer_with_bowtie_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_velvet_blazer_with_bowtie_2025_1058.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_velvet_blazer_with_bowtie_2025_1058.webp;https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_royal-blue_velvet_blazer_with_bowtie_2025_1083.webp,2,no,yes
velvet-blazer,mens_white_velvet_blazer_2025,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_white_velvet_blazer_2025_1086.webp,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/velvet-blazer/mens_white_velvet_blazer_2025_1086.webp,1,no,yes
